1.3.6.1.4.1.9328.50.50.138109222894318358543448552780300311387,
1.3.6.1.4.1.9328.50.50.17685350930289832943015852257591740161,
1.3.6.1.4.1.9328.50.50.153771278885973941440585147756777720795,
1.3.6.1.4.1.9328.50.50.267341512381361728640853010030272022969,
1.3.6.1.4.1.9328.50.50.323016379890565572235352118200100160522,
1.3.6.1.4.1.9328.50.50.279211561741445714823740268047588843501,
1.3.6.1.4.1.9328.50.50.13177376384483705864578017054057985223,
1.3.6.1.4.1.9328.50.50.208733636747925626440617788295326073258,
1.3.6.1.4.1.9328.50.50.58053752041076875121321115607260129000,
1.3.6.1.4.1.9328.50.50.235216039459583136978985816232398539084,
1.3.6.1.4.1.9328.50.50.136731922328150126850830381547145432199,
1.3.6.1.4.1.9328.50.50.231638849913166524622708250758978309108,
1.3.6.1.4.1.9328.50.50.302815787214807318631582170480665988172,
1.3.6.1.4.1.9328.50.50.180716456868786292350091298221023823085,
1.3.6.1.4.1.9328.50.50.236005389383857304481675578495580312296,
1.3.6.1.4.1.9328.50.50.208107531306526055399525718608237079637,
1.3.6.1.4.1.9328.50.50.104933136785683001540971027577769476599,
